id,date,subject,title,contexte-election,contexte-tour,cote,departement,departement-nom,departement-insee,identifiant de circonscription,images,pdf,ocr_url,titulaire-nom,titulaire-prenom,titulaire-sexe,titulaire-age,titulaire-age-calcule,titulaire-age-tranche,titulaire-profession,titulaire-mandat-en-cours,titulaire-mandat-passe,titulaire-associations,titulaire-autres-statuts,titulaire-soutien,titulaire-liste,titulaire-decorations,suppleant-nom,suppleant-prenom,suppleant-sexe,suppleant-age,suppleant-age-calcule,suppleant-age-tranche,suppleant-profession,suppleant-mandat-en-cours,suppleant-mandat-passe,suppleant-associations,suppleant-autres-statuts,suppleant-soutien,suppleant-liste,suppleant-decorations
"EL189_L_1993_03_006_03_1_PF_08","1993-03-21","Ve République;Assemblée Nationale;France;Élections législatives","Élections législatives de 1993, Alpes-Maritimes - 06, circonscription n°03 : profession de foi de Denis Roman au tour 1","législatives","1","EL189","06","Alpes-Maritimes","06 - Alpes-Maritimes","3","https://ia903402.us.archive.org/18/items/EL189_L_1993_03_006_03_1_PF_08/EL189_L_1993_03_006_03_1_PF_08_000.jpg;https://ia903402.us.archive.org/18/items/EL189_L_1993_03_006_03_1_PF_08/EL189_L_1993_03_006_03_1_PF_08_001.jpg","https://ia903402.us.archive.org/18/items/EL189_L_1993_03_006_03_1_PF_08/EL189_L_1993_03_006_03_1_PF_08.pdf","https://ia903402.us.archive.org/18/items/EL189_L_1993_03_006_03_1_PF_08/EL189_L_1993_03_006_03_1_PF_08_djvu.txt","Roman","Denis","homme","non mentionné","non mentionné","non mentionné","professeur agrégé lettres","non mentionné","non mentionné","politique","non mentionné","Verts","Entente des écologistes","non","Ta","Thu-Thuy","femme","non mentionné","non mentionné","non mentionné","consultante internationale environnement","non mentionné","non mentionné","non mentionné","non mentionné","Génération écologie","Entente des écologistes","non"
"EL189_L_1993_03_006_03_1_PF_09","1993-03-21","France;Élections législatives;Assemblée Nationale;Ve République","Élections législatives de 1993, Alpes-Maritimes - 06, circonscription n°03 : profession de foi de James Deleuse au tour 1","législatives","1","EL189","06","Alpes-Maritimes","06 - Alpes-Maritimes","3","https://ia904509.us.archive.org/3/items/EL189_L_1993_03_006_03_1_PF_09/EL189_L_1993_03_006_03_1_PF_09_000.jpg;https://ia904509.us.archive.org/3/items/EL189_L_1993_03_006_03_1_PF_09/EL189_L_1993_03_006_03_1_PF_09_001.jpg","https://ia904509.us.archive.org/3/items/EL189_L_1993_03_006_03_1_PF_09/EL189_L_1993_03_006_03_1_PF_09.pdf","https://ia904509.us.archive.org/3/items/EL189_L_1993_03_006_03_1_PF_09/EL189_L_1993_03_006_03_1_PF_09_djvu.txt","Deleuse","James","homme","45","45","entre 40 et 49 ans","chef d'entreprise","non mentionné","adjoint au maire","environnement","non mentionné","Région verte","Union pour l'écologie et la démocratie","non","Césari","Valentin","homme","44","44","entre 40 et 49 ans","avocat","non mentionné","non mentionné","environnement","non mentionné","Région verte;Union civique;SOS environnement;Association des usagers de l'administration et des services publiques","Union pour l'écologie et la démocratie","non"
"EL189_L_1993_03_006_03_1_PF_10","1993-03-21","Assemblée Nationale;Élections législatives;Ve République;France","Élections législatives de 1993, Alpes-Maritimes - 06, circonscription n°03 : profession de foi de Véronique Dedelley au tour 1","législatives","1","EL189","06","Alpes-Maritimes","06 - Alpes-Maritimes","3","https://ia804508.us.archive.org/32/items/EL189_L_1993_03_006_03_1_PF_10/EL189_L_1993_03_006_03_1_PF_10_000.jpg;https://ia804508.us.archive.org/32/items/EL189_L_1993_03_006_03_1_PF_10/EL189_L_1993_03_006_03_1_PF_10_001.jpg","https://ia804508.us.archive.org/32/items/EL189_L_1993_03_006_03_1_PF_10/EL189_L_1993_03_006_03_1_PF_10.pdf","https://ia804508.us.archive.org/32/items/EL189_L_1993_03_006_03_1_PF_10/EL189_L_1993_03_006_03_1_PF_10_djvu.txt","Dedelley","Véronique","femme","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non","Sierra","Michel","homme","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non"
"EL189_L_1993_03_006_03_1_PF_11","1993-03-21","Élections législatives;France;Ve République;Assemblée Nationale","Élections législatives de 1993, Alpes-Maritimes - 06, circonscription n°03 : profession de foi de Gérard Dariste au tour 1","législatives","1","EL189","06","Alpes-Maritimes","06 - Alpes-Maritimes","3","https://ia904500.us.archive.org/25/items/EL189_L_1993_03_006_03_1_PF_11/EL189_L_1993_03_006_03_1_PF_11_000.jpg;https://ia904500.us.archive.org/25/items/EL189_L_1993_03_006_03_1_PF_11/EL189_L_1993_03_006_03_1_PF_11_001.jpg","https://ia904500.us.archive.org/25/items/EL189_L_1993_03_006_03_1_PF_11/EL189_L_1993_03_006_03_1_PF_11.pdf","https://ia904500.us.archive.org/25/items/EL189_L_1993_03_006_03_1_PF_11/EL189_L_1993_03_006_03_1_PF_11_djvu.txt","Dariste","Gérard","homme","48","48","entre 40 et 49 ans","commerçant","non mentionné","non mentionné","non mentionné","non mentionné","Parti de la loi naturelle","non mentionné","non","Cohen-Jonathan","Evelyne","femme","48","48","entre 40 et 49 ans","pharmacienne","non mentionné","non mentionné","non mentionné","non mentionné","Parti de la loi naturelle","non mentionné","non"
"EL189_L_1993_03_006_03_1_PF_12","1993-03-21","Élections législatives;Ve République;Assemblée Nationale;France","Élections législatives de 1993, Alpes-Maritimes - 06, circonscription n°03 : profession de foi de NR NR au tour 1","législatives","1","EL189","06","Alpes-Maritimes","06 - Alpes-Maritimes","3","https://ia904503.us.archive.org/1/items/EL189_L_1993_03_006_03_1_PF_12/EL189_L_1993_03_006_03_1_PF_12_000.jpg;https://ia904503.us.archive.org/1/items/EL189_L_1993_03_006_03_1_PF_12/EL189_L_1993_03_006_03_1_PF_12_001.jpg","https://ia904503.us.archive.org/1/items/EL189_L_1993_03_006_03_1_PF_12/EL189_L_1993_03_006_03_1_PF_12.pdf","https://ia904503.us.archive.org/1/items/EL189_L_1993_03_006_03_1_PF_12/EL189_L_1993_03_006_03_1_PF_12_djvu.txt","non mentionné","non mentionné","non déterminé","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","Nouveaux écologistes du rassemblement nature et animaux","non mentionné","non","non mentionné","non mentionné","non déterminé","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","Nouveaux écologistes du rassemblement nature et animaux","non mentionné","non"
"EL189_L_1993_03_006_03_1_PF_13","1993-03-21","Élections législatives;Ve République;Assemblée Nationale;France","Élections législatives de 1993, Alpes-Maritimes - 06, circonscription n°03 : profession de foi de Bernard Asso au tour 1","législatives","1","EL189","06","Alpes-Maritimes","06 - Alpes-Maritimes","3","https://ia804506.us.archive.org/1/items/EL189_L_1993_03_006_03_1_PF_13/EL189_L_1993_03_006_03_1_PF_13_000.jpg;https://ia804506.us.archive.org/1/items/EL189_L_1993_03_006_03_1_PF_13/EL189_L_1993_03_006_03_1_PF_13_001.jpg;https://ia804506.us.archive.org/1/items/EL189_L_1993_03_006_03_1_PF_13/EL189_L_1993_03_006_03_1_PF_13_002.jpg;https://ia804506.us.archive.org/1/items/EL189_L_1993_03_006_03_1_PF_13/EL189_L_1993_03_006_03_1_PF_13_003.jpg","https://ia804506.us.archive.org/1/items/EL189_L_1993_03_006_03_1_PF_13/EL189_L_1993_03_006_03_1_PF_13.pdf","https://ia804506.us.archive.org/1/items/EL189_L_1993_03_006_03_1_PF_13/EL189_L_1993_03_006_03_1_PF_13_djvu.txt","Asso","Bernard","homme","1946","47","entre 40 et 49 ans","avocat;professeur","conseiller général","non mentionné","non mentionné","non mentionné","Rassemblement pour la République;Centre national des indépendants","non mentionné","non","Nicoud","Jean-Pierre","homme","1941","52","entre 50 et 59 ans","cadre","conseiller municipal","non mentionné","syndicat","non mentionné","Rassemblement pour la République;Centre national des indépendants","non mentionné","non"
"EL189_L_1993_03_006_04_1_PF_01","1993-03-21","Assemblée Nationale;France;Élections législatives;Ve République","Élections législatives de 1993, Alpes-Maritimes - 06, circonscription n°04 : profession de foi de Patrick Ferruccio au tour 1","législatives","1","EL189","06","Alpes-Maritimes","06 - Alpes-Maritimes","4","https://ia904507.us.archive.org/11/items/EL189_L_1993_03_006_04_1_PF_01/EL189_L_1993_03_006_04_1_PF_01_000.jpg;https://ia904507.us.archive.org/11/items/EL189_L_1993_03_006_04_1_PF_01/EL189_L_1993_03_006_04_1_PF_01_001.jpg","https://ia904507.us.archive.org/11/items/EL189_L_1993_03_006_04_1_PF_01/EL189_L_1993_03_006_04_1_PF_01.pdf","https://ia904507.us.archive.org/11/items/EL189_L_1993_03_006_04_1_PF_01/EL189_L_1993_03_006_04_1_PF_01_djvu.txt","Ferruccio","Patrick","homme","39","39","entre 30 et 39 ans","cheminot","non mentionné","non mentionné","syndicat","non mentionné","Ligue communiste révolutionnaire","A gauche vraiment","non","Huver","Jean-Charles","homme","31","31","entre 30 et 39 ans","éducateur","non mentionné","non mentionné","syndicat;non précisé","non mentionné","Ligue communiste révolutionnaire","A gauche vraiment","non"
"EL189_L_1993_03_006_04_1_PF_02","1993-03-21","France;Assemblée Nationale;Ve République;Élections législatives","Élections législatives de 1993, Alpes-Maritimes - 06, circonscription n°04 : profession de foi de Emmanuel Aubert au tour 1","législatives","1","EL189","06","Alpes-Maritimes","06 - Alpes-Maritimes","4","https://ia904504.us.archive.org/22/items/EL189_L_1993_03_006_04_1_PF_02/EL189_L_1993_03_006_04_1_PF_02_000.jpg;https://ia904504.us.archive.org/22/items/EL189_L_1993_03_006_04_1_PF_02/EL189_L_1993_03_006_04_1_PF_02_001.jpg","https://ia904504.us.archive.org/22/items/EL189_L_1993_03_006_04_1_PF_02/EL189_L_1993_03_006_04_1_PF_02.pdf","https://ia904504.us.archive.org/22/items/EL189_L_1993_03_006_04_1_PF_02/EL189_L_1993_03_006_04_1_PF_02_djvu.txt","Aubert","Emmanuel","homme","non mentionné","non mentionné","non mentionné","général de brigade aérienne","non mentionné","maire;député sortant","non mentionné","non mentionné","Rassemblement pour la République;Union pour la démocratie française","Union pour la France","oui","Beck","Xavier","homme","non mentionné","non mentionné","non mentionné","avocat","conseiller municipal","non mentionné","non mentionné","non mentionné","Rassemblement pour la République;Union pour la démocratie française","Union pour la France","non"
"EL189_L_1993_03_006_04_1_PF_03","1993-03-21","Élections législatives;France;Assemblée Nationale;Ve République","Élections législatives de 1993, Alpes-Maritimes - 06, circonscription n°04 : profession de foi de Gérard de Gubernatis au tour 1","législatives","1","EL189","06","Alpes-Maritimes","06 - Alpes-Maritimes","4","https://ia804501.us.archive.org/35/items/EL189_L_1993_03_006_04_1_PF_03/EL189_L_1993_03_006_04_1_PF_03_000.jpg;https://ia804501.us.archive.org/35/items/EL189_L_1993_03_006_04_1_PF_03/EL189_L_1993_03_006_04_1_PF_03_001.jpg","https://ia804501.us.archive.org/35/items/EL189_L_1993_03_006_04_1_PF_03/EL189_L_1993_03_006_04_1_PF_03.pdf","https://ia804501.us.archive.org/35/items/EL189_L_1993_03_006_04_1_PF_03/EL189_L_1993_03_006_04_1_PF_03_djvu.txt","Gubernatis","Gérard de","homme","non mentionné","non mentionné","non mentionné","avocat","non mentionné","conseiller régional","non mentionné","non mentionné","Front national","non mentionné","non","Cheutet","Robert","homme","non mentionné","non mentionné","non mentionné","médecin","non mentionné","non mentionné","non mentionné","non mentionné","Front national","non mentionné","non"
"EL189_L_1993_03_006_04_1_PF_04","1993-03-21","Ve République;France;Élections législatives;Assemblée Nationale","Élections législatives de 1993, Alpes-Maritimes - 06, circonscription n°04 : profession de foi de Jean-Claude Guibal au tour 1","législatives","1","EL189","06","Alpes-Maritimes","06 - Alpes-Maritimes","4","https://ia804509.us.archive.org/0/items/EL189_L_1993_03_006_04_1_PF_04/EL189_L_1993_03_006_04_1_PF_04_000.jpg;https://ia804509.us.archive.org/0/items/EL189_L_1993_03_006_04_1_PF_04/EL189_L_1993_03_006_04_1_PF_04_001.jpg","https://ia804509.us.archive.org/0/items/EL189_L_1993_03_006_04_1_PF_04/EL189_L_1993_03_006_04_1_PF_04.pdf","https://ia804509.us.archive.org/0/items/EL189_L_1993_03_006_04_1_PF_04/EL189_L_1993_03_006_04_1_PF_04_djvu.txt","Guibal","Jean-Claude","homme","1941","52","entre 50 et 59 ans","non mentionné","maire","non mentionné","non mentionné","réserve","Centre national des indépendants","non mentionné","oui","Jourdan","Jacques","homme","1926","67","entre 60 et 69 ans","colonel armée de l'Air","maire-adjoint","non mentionné","non mentionné","non mentionné","Centre national des indépendants","non mentionné","oui"
"EL189_L_1993_03_006_04_1_PF_05","1993-03-21","Assemblée Nationale;Élections législatives;France;Ve République","Élections législatives de 1993, Alpes-Maritimes - 06, circonscription n°04 : profession de foi de Jacques Kraemer au tour 1","législatives","1","EL189","06","Alpes-Maritimes","06 - Alpes-Maritimes","4","https://ia803409.us.archive.org/23/items/EL189_L_1993_03_006_04_1_PF_05/EL189_L_1993_03_006_04_1_PF_05_000.jpg;https://ia803409.us.archive.org/23/items/EL189_L_1993_03_006_04_1_PF_05/EL189_L_1993_03_006_04_1_PF_05_001.jpg","https://ia803409.us.archive.org/23/items/EL189_L_1993_03_006_04_1_PF_05/EL189_L_1993_03_006_04_1_PF_05.pdf","https://ia803409.us.archive.org/23/items/EL189_L_1993_03_006_04_1_PF_05/EL189_L_1993_03_006_04_1_PF_05_djvu.txt","Kraemer","Jacques","homme","56","56","entre 50 et 59 ans","artisan décorateur","conseiller municipal","non mentionné","environnement","non mentionné","Verts;Génération écologie","Entente des écologistes","non","Delerue","Jean","homme","48","48","entre 40 et 49 ans","professeur","non mentionné","non mentionné","non mentionné","non mentionné","Verts;Génération écologie","Entente des écologistes","non"
"EL189_L_1993_03_006_04_1_PF_06","1993-03-21","Ve République;France;Assemblée Nationale;Élections législatives","Élections législatives de 1993, Alpes-Maritimes - 06, circonscription n°04 : profession de foi de Charles Bellati au tour 1","législatives","1","EL189","06","Alpes-Maritimes","06 - Alpes-Maritimes","4","https://ia904502.us.archive.org/27/items/EL189_L_1993_03_006_04_1_PF_06/EL189_L_1993_03_006_04_1_PF_06_000.jpg;https://ia904502.us.archive.org/27/items/EL189_L_1993_03_006_04_1_PF_06/EL189_L_1993_03_006_04_1_PF_06_001.jpg","https://ia904502.us.archive.org/27/items/EL189_L_1993_03_006_04_1_PF_06/EL189_L_1993_03_006_04_1_PF_06.pdf","https://ia904502.us.archive.org/27/items/EL189_L_1993_03_006_04_1_PF_06/EL189_L_1993_03_006_04_1_PF_06_djvu.txt","Bellati","Charles","homme","non mentionné","non mentionné","non mentionné","cadre commercial","conseiller municipal","non mentionné","non mentionné","non mentionné","Parti communiste français","non mentionné","non","Cucinelli","Jean-Michel","homme","non mentionné","non mentionné","non mentionné","agent SNCF","non mentionné","non mentionné","syndicat","non mentionné","Parti communiste français","non mentionné","non"
"EL189_L_1993_03_006_04_1_PF_07","1993-03-21","Assemblée Nationale;Élections législatives;Ve République;France","Élections législatives de 1993, Alpes-Maritimes - 06, circonscription n°04 : profession de foi de Michèle Mathieu-Orselli au tour 1","législatives","1","EL189","06","Alpes-Maritimes","06 - Alpes-Maritimes","4","https://ia804500.us.archive.org/0/items/EL189_L_1993_03_006_04_1_PF_07/EL189_L_1993_03_006_04_1_PF_07_000.jpg;https://ia804500.us.archive.org/0/items/EL189_L_1993_03_006_04_1_PF_07/EL189_L_1993_03_006_04_1_PF_07_001.jpg","https://ia804500.us.archive.org/0/items/EL189_L_1993_03_006_04_1_PF_07/EL189_L_1993_03_006_04_1_PF_07.pdf","https://ia804500.us.archive.org/0/items/EL189_L_1993_03_006_04_1_PF_07/EL189_L_1993_03_006_04_1_PF_07_djvu.txt","Mathieu-Orselli","Michèle","femme","50","50","entre 50 et 59 ans","non mentionné","conseiller municipal","adjoint au maire","non mentionné","non mentionné","Parti socialiste","non mentionné","non","Rideau","Michel","homme","non mentionné","non mentionné","non mentionné","non mentionné","conseiller municipal","non mentionné","non mentionné","non mentionné","Parti socialiste","non mentionné","non"
"EL189_L_1993_03_006_04_1_PF_08","1993-03-21","Élections législatives;Ve République;France;Assemblée Nationale","Élections législatives de 1993, Alpes-Maritimes - 06, circonscription n°04 : profession de foi de NR NR au tour 1","législatives","1","EL189","06","Alpes-Maritimes","06 - Alpes-Maritimes","4","https://ia904502.us.archive.org/8/items/EL189_L_1993_03_006_04_1_PF_08/EL189_L_1993_03_006_04_1_PF_08_000.jpg;https://ia904502.us.archive.org/8/items/EL189_L_1993_03_006_04_1_PF_08/EL189_L_1993_03_006_04_1_PF_08_001.jpg","https://ia904502.us.archive.org/8/items/EL189_L_1993_03_006_04_1_PF_08/EL189_L_1993_03_006_04_1_PF_08.pdf","https://ia904502.us.archive.org/8/items/EL189_L_1993_03_006_04_1_PF_08/EL189_L_1993_03_006_04_1_PF_08_djvu.txt","non mentionné","non mentionné","non déterminé","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","Nouveaux écologistes du rassemblement nature et animaux","non mentionné","non","non mentionné","non mentionné","non déterminé","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","non mentionné","Nouveaux écologistes du rassemblement nature et animaux","non mentionné","non"
